Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
AV61DDPX,Monitor,Home Appliances,Product_09VY5,287.79,5,2,9x11x19 cm,7/30/2023,1/1/2025,HG9XQM,"V7Y,KPZ",Blue/Medium,1
XW3H119S,Smartphone,Home Appliances,Product_ITRU5,236.06,39,3,18x10x7 cm,1/1/2023,1/1/2025,X1ZAMY,"PZ8,5EO",Blue/Medium,2
C8CEVE9O,Smartphone,Home Appliances,Product_U32ME,454.79,33,1,13x16x19 cm,3/15/2023,1/1/2025,J532EX,"7TY,S8D",Red/Small,1
F6R8Z2Z9,Laptop,Home Appliances,Product_Q8BIM,40.89,16,3,17x16x20 cm,1/1/2023,1/1/2024,9KJIYY,"XEP,JEQ",Green/Large,3
VCM74DZ8,Monitor,Home Appliances,Product_F7ROQ,393.4,82,3,14x15x10 cm,1/1/2023,1/1/2026,ZRE42O,"XGA,OLU",Red/Small,3
42NKPZT8,Headphones,Electronics,Product_DULLU,245.09,66,1,17x19x19 cm,3/15/2023,1/1/2024,JXS7E2,"VDB,I0E",Red/Small,2
O48ZESQA,Laptop,Electronics,Product_CW4YL,213.16,61,2,19x20x5 cm,3/15/2023,1/1/2026,P2DIOF,"WSH,8CP",Blue/Medium,3
0Y12EWTA,Monitor,Electronics,Product_F5OMQ,189.97,8,3,10x18x12 cm,1/1/2023,1/1/2025,PGY619,"9QX,IG8",Red/Small,4
UWXFDNEY,Smartphone,Home Appliances,Product_3SEM7,364.05,61,3,17x20x18 cm,1/1/2023,1/1/2026,Q9YZ2I,"GJ2,4D6",Blue/Medium,1
DPYODCOR,Smartphone,Home Appliances,Product_X4YUM,204.76,87,3,8x15x6 cm,7/30/2023,1/1/2024,0QNA2X,"7J3,UTQ",Green/Large,4
0CYL08N8,Monitor,Clothing,Product_1GR9X,471.21,24,3,6x7x10 cm,1/1/2023,1/1/2024,WQ7BPI,"EWU,23X",Red/Small,4
J9Q7XTIR,Smartphone,Clothing,Product_71CXN,361.14,71,3,5x12x18 cm,3/15/2023,1/1/2025,AB3YDV,"O9Y,5BA",Blue/Medium,5
5N9FUL1K,Headphones,Home Appliances,Product_RSQAI,258.61,23,1,15x10x10 cm,1/1/2023,1/1/2026,VLABS0,"PMC,ASD",Green/Large,3
PNQS02BA,Smartphone,Electronics,Product_90B1Y,118.06,92,2,13x7x6 cm,1/1/2023,1/1/2024,QRLDNV,"MLU,5KJ",Green/Large,1
RXV7KT9Z,Headphones,Electronics,Product_2RZGW,140.64,3,2,9x11x19 cm,1/1/2023,1/1/2025,8VB38G,"T22,UKC",Red/Small,1
BTV9QARE,Smartphone,Home Appliances,Product_VMP73,254.12,68,1,12x17x6 cm,7/30/2023,1/1/2025,QMP8KG,"LLS,JU5",Red/Small,1
VJUQ3XSS,Monitor,Electronics,Product_QY0LI,98.54,57,3,17x19x17 cm,3/15/2023,1/1/2026,FA2HKH,"MQG,TPA",Blue/Medium,2
XKNT74O7,Laptop,Home Appliances,Product_D12TK,472.02,27,3,16x12x13 cm,1/1/2023,1/1/2025,NLE3DF,"TXQ,LOO",Blue/Medium,5
VSJPGDHW,Monitor,Clothing,Product_BHL5H,489.28,5,1,7x16x17 cm,1/1/2023,1/1/2026,KCP5LR,"D2O,RB4",Green/Large,1
5SXYV0ZZ,Monitor,Clothing,Product_BKCHH,200.6,22,3,20x8x9 cm,7/30/2023,1/1/2024,WZRTJO,"0TB,WZP",Green/Large,3
OECW1G3X,Headphones,Clothing,Product_W1XA5,111.26,65,1,13x20x19 cm,7/30/2023,1/1/2026,M62BY3,"I16,2DG",Blue/Medium,4
B6DCZU20,Smartphone,Electronics,Product_HKS3M,398.27,13,3,11x12x14 cm,1/1/2023,1/1/2025,S0QL9P,"3IE,STD",Red/Small,3
CD46ACI1,Monitor,Electronics,Product_RM67X,15.04,97,3,8x6x7 cm,3/15/2023,1/1/2025,3FPO29,"CIT,70Y",Red/Small,3
RJ55OFQI,Smartphone,Electronics,Product_5IR8F,161.23,59,3,18x6x8 cm,3/15/2023,1/1/2026,Q13Y0K,"GRZ,0DK",Green/Large,2
RCV6J70P,Monitor,Home Appliances,Product_AVFK1,200.77,85,1,12x16x7 cm,3/15/2023,1/1/2026,CMO30Z,"CSK,BYU",Blue/Medium,5
BXXIC3QA,Headphones,Clothing,Product_1ZOL2,348.74,88,1,5x14x14 cm,1/1/2023,1/1/2024,PU5YPQ,"8LJ,CVE",Green/Large,3
78L38ETB,Headphones,Electronics,Product_82FS2,124.94,59,2,13x8x9 cm,7/30/2023,1/1/2025,AFGLWF,"6QP,GEG",Green/Large,3
A7W4I97L,Headphones,Clothing,Product_AMAQT,430.4,55,1,11x10x19 cm,1/1/2023,1/1/2025,IC9DMQ,"0CP,3PC",Blue/Medium,3
EKRMMPII,Smartphone,Clothing,Product_UZCP1,455.57,12,1,15x14x17 cm,3/15/2023,1/1/2026,PQRHIM,"1KT,XD1",Blue/Medium,3
26M2YHQ1,Smartphone,Clothing,Product_26F2G,430.03,11,1,20x17x10 cm,1/1/2023,1/1/2024,5LH602,"8EO,AAK",Blue/Medium,2
STBBK47V,Laptop,Home Appliances,Product_D6HZG,103.12,42,2,10x16x6 cm,3/15/2023,1/1/2024,NG7BPX,"OVM,JAE",Blue/Medium,3
V7H21XVJ,Smartphone,Electronics,Product_X4F1X,139.97,90,3,10x6x6 cm,1/1/2023,1/1/2025,4Y66B5,"4OJ,1B0",Blue/Medium,3
6HWQCP2C,Monitor,Home Appliances,Product_MMVFF,172.59,1,1,6x11x9 cm,1/1/2023,1/1/2025,J3Y7EU,"8NN,3TD",Green/Large,4
NHXQAVIE,Monitor,Clothing,Product_YSY6U,440.51,56,2,16x6x10 cm,3/15/2023,1/1/2025,6HVRTW,"3CK,ICY",Green/Large,5
KENOPIRH,Smartphone,Clothing,Product_LOYVL,359.5,100,1,11x10x11 cm,7/30/2023,1/1/2025,PLWZ1X,"6HD,7ZZ",Green/Large,2
OWWDF7UP,Headphones,Home Appliances,Product_QMTQC,143.75,19,2,17x14x17 cm,3/15/2023,1/1/2025,60C3SI,"OQV,E4H",Green/Large,4
FBUKGYVX,Smartphone,Home Appliances,Product_ACYWI,156.27,5,2,6x10x7 cm,7/30/2023,1/1/2026,EQN4KI,"MZX,HTZ",Red/Small,5
MSRSWNJR,Monitor,Clothing,Product_07OGM,159.57,21,1,19x13x6 cm,3/15/2023,1/1/2026,06ONRS,"UID,30O",Blue/Medium,2
TWWMYCWI,Monitor,Electronics,Product_5SK22,303.23,93,3,19x9x15 cm,7/30/2023,1/1/2026,ZLNDXB,"H2Z,5SL",Green/Large,2
1BVZNJIS,Monitor,Clothing,Product_CS2D3,446.92,23,2,7x10x10 cm,3/15/2023,1/1/2025,E9MFN6,"020,F9K",Blue/Medium,3
21MFOPC1,Monitor,Clothing,Product_OBNFM,312.17,13,1,17x19x10 cm,3/15/2023,1/1/2025,8NQPQ3,"2GM,1UL",Green/Large,4
DC2QH5D7,Monitor,Home Appliances,Product_M552H,398.4,46,1,10x7x20 cm,7/30/2023,1/1/2026,ZO146N,"PCB,3HD",Green/Large,5
DWUYZ57A,Headphones,Electronics,Product_USP45,467.79,31,3,11x12x16 cm,1/1/2023,1/1/2025,LXZ7XV,"RWW,EVD",Blue/Medium,5
QTADUSWS,Monitor,Clothing,Product_06GQI,289.67,83,2,15x5x14 cm,7/30/2023,1/1/2025,2T3W6M,"LU4,DD5",Blue/Medium,2
HLHAF17L,Laptop,Home Appliances,Product_ZSHCG,320.77,53,3,12x15x10 cm,1/1/2023,1/1/2026,D82DLP,"VOV,5ZF",Blue/Medium,2
RGSTS6HU,Headphones,Clothing,Product_REEFR,471.54,54,3,18x8x17 cm,3/15/2023,1/1/2026,SLVMUG,"11X,CY3",Red/Small,3
1I72EDFM,Smartphone,Clothing,Product_1YWFM,12.05,32,3,7x20x10 cm,7/30/2023,1/1/2024,CJ34UC,"VUN,MT3",Blue/Medium,3
AFZLBJZ3,Headphones,Electronics,Product_UNHNR,469.77,9,1,11x10x10 cm,1/1/2023,1/1/2026,YJEXTW,"IJ3,OOB",Blue/Medium,1
33L3ZE2P,Monitor,Clothing,Product_MKSE2,49.38,55,3,7x13x11 cm,1/1/2023,1/1/2025,Z54A46,"YDF,4DC",Green/Large,5
IV2AIT7K,Smartphone,Electronics,Product_36HED,228.25,34,2,20x18x8 cm,1/1/2023,1/1/2025,7Q2Q73,"FSJ,UWW",Red/Small,1
IUQFBG6U,Headphones,Clothing,Product_QNBUL,165.66,69,2,15x8x13 cm,1/1/2023,1/1/2026,JMMIL0,"XU7,2BF",Red/Small,3
T5L4BFOE,Headphones,Home Appliances,Product_YXPQI,298.26,85,2,10x19x18 cm,7/30/2023,1/1/2024,5WDP4B,"KGZ,ZDQ",Green/Large,5
O0CXBVKC,Laptop,Electronics,Product_D6P7Q,124.5,86,2,11x6x15 cm,7/30/2023,1/1/2024,93G47P,"73Y,8FD",Green/Large,1
G7FLS30O,Laptop,Home Appliances,Product_E8NJ1,47.85,71,2,17x7x5 cm,1/1/2023,1/1/2026,F1SYU7,"2RU,MZZ",Blue/Medium,3
WZ3Y78WJ,Laptop,Electronics,Product_OFCGV,125.96,34,3,19x10x14 cm,1/1/2023,1/1/2025,J2E486,"JDG,F2I",Blue/Medium,5
BVM98AH2,Smartphone,Home Appliances,Product_EV450,141.86,84,2,16x18x13 cm,3/15/2023,1/1/2025,PHQ31V,"AOA,W23",Green/Large,3
CXHY0DSX,Laptop,Clothing,Product_LX96Q,156.77,86,1,16x18x5 cm,7/30/2023,1/1/2026,MTBEAD,"E2I,VE8",Blue/Medium,4
3LF1B8MZ,Monitor,Home Appliances,Product_S8IN5,367.41,70,3,7x18x18 cm,3/15/2023,1/1/2025,NN0HEA,"O2B,YSR",Green/Large,4
NZOX651Y,Headphones,Clothing,Product_MY57E,243.05,1,3,9x19x5 cm,3/15/2023,1/1/2026,TZAQID,"1P2,0KH",Blue/Medium,3
4FGCF180,Monitor,Electronics,Product_GBXCU,375.22,32,1,18x10x20 cm,1/1/2023,1/1/2026,5IBE7F,"PI7,CBD",Red/Small,3
L71KB25G,Monitor,Electronics,Product_5F4AM,174.45,65,3,5x17x12 cm,3/15/2023,1/1/2026,RB60MV,"3KY,C1E",Green/Large,5
LJUICWQ1,Smartphone,Clothing,Product_8VTN6,351.56,95,3,17x9x14 cm,7/30/2023,1/1/2025,7F6U8Y,"ALZ,B9S",Blue/Medium,2
PPKKL71P,Headphones,Electronics,Product_QCOYU,164.51,99,2,8x8x17 cm,7/30/2023,1/1/2024,9BOODM,"FWY,CHR",Blue/Medium,3
X4JKRO8U,Monitor,Electronics,Product_0CD7T,31.56,29,2,6x8x8 cm,3/15/2023,1/1/2025,N0XB0Y,"F6E,DBC",Blue/Medium,3
GGF0UDOI,Headphones,Electronics,Product_8TQM2,269,49,1,19x10x10 cm,1/1/2023,1/1/2025,WFHGMZ,"W24,JWJ",Green/Large,2
L9YOXIB4,Monitor,Clothing,Product_T3TVZ,326.1,75,3,20x5x12 cm,1/1/2023,1/1/2026,YNDFNS,"7TN,WEQ",Red/Small,1
UQBRVRAF,Headphones,Clothing,Product_TSUJF,177.05,41,1,12x20x10 cm,3/15/2023,1/1/2024,HX57GL,"Z78,SPH",Red/Small,2
12YLD3MV,Smartphone,Clothing,Product_ND2Z2,241.96,3,2,7x20x19 cm,7/30/2023,1/1/2026,77V98Q,"JXT,0PB",Red/Small,2
R8K5LPWU,Laptop,Electronics,Product_33LGM,53.97,55,1,19x6x19 cm,1/1/2023,1/1/2026,O8OTYI,"SNW,UEF",Green/Large,1
5GTBHPQE,Headphones,Electronics,Product_XI0BO,289.05,13,1,13x7x5 cm,3/15/2023,1/1/2026,QMOYMX,"ICJ,4HN",Blue/Medium,5
VD7JLQJY,Smartphone,Electronics,Product_BDKWW,325.94,86,1,11x14x16 cm,7/30/2023,1/1/2026,8AFD67,"KTQ,7CV",Blue/Medium,2
IOIY4N12,Laptop,Home Appliances,Product_FKBFS,478.13,69,1,7x9x16 cm,1/1/2023,1/1/2026,W6V06Y,"V9O,DXQ",Green/Large,1
CPRPI0BY,Headphones,Home Appliances,Product_0X3D6,124.47,35,1,13x8x20 cm,3/15/2023,1/1/2024,YXJNS5,"33M,U68",Red/Small,5
J9GET6LZ,Monitor,Electronics,Product_VDNOW,89.19,78,3,6x11x20 cm,7/30/2023,1/1/2025,HOG58L,"Q3A,MQJ",Red/Small,3
C6KQSC3H,Monitor,Clothing,Product_VRET9,479.52,96,2,14x10x7 cm,1/1/2023,1/1/2024,CUU25Z,"4HV,0HD",Green/Large,5
JWCEE6WB,Headphones,Clothing,Product_LTGQX,423.42,77,3,9x20x11 cm,1/1/2023,1/1/2024,RTDPBF,"YH9,IED",Blue/Medium,3
H90K5WH5,Headphones,Electronics,Product_9FU9B,173.01,81,2,17x15x14 cm,1/1/2023,1/1/2025,OOWER6,"A69,HBJ",Blue/Medium,1
O9NAUF5C,Laptop,Clothing,Product_9POI0,439.56,91,2,14x10x8 cm,7/30/2023,1/1/2026,ZNIH3C,"GY3,QNT",Blue/Medium,3
3RUOQN7O,Smartphone,Clothing,Product_6AN3W,461.59,98,2,7x20x6 cm,3/15/2023,1/1/2024,HJ5S2N,"CBF,JB7",Blue/Medium,3
D3G2VVUI,Laptop,Electronics,Product_FLCI4,482.2,10,3,6x7x17 cm,3/15/2023,1/1/2026,U8V91E,"4RU,UET",Red/Small,4
KRZUZOGT,Headphones,Clothing,Product_HICUM,423.1,89,1,19x17x20 cm,7/30/2023,1/1/2025,H30QUU,"7ZM,95L",Green/Large,4
0GJL6KN6,Headphones,Electronics,Product_RRFYT,323.52,21,2,7x16x6 cm,3/15/2023,1/1/2026,C2JE82,"N55,ESH",Red/Small,4
6HUG0SKB,Laptop,Home Appliances,Product_QM13O,401.24,70,1,15x15x16 cm,1/1/2023,1/1/2026,H2ZEZL,"S9F,WJ0",Red/Small,1
M27Z8RUZ,Headphones,Home Appliances,Product_9T7T3,328.19,33,1,8x6x5 cm,7/30/2023,1/1/2026,FSMWHZ,"50B,GPE",Blue/Medium,3
TQMAHTNG,Headphones,Clothing,Product_0VVQL,20.09,38,1,18x17x20 cm,3/15/2023,1/1/2025,A3DD1G,"ZNR,RW2",Green/Large,2
BN1JQ7XP,Smartphone,Home Appliances,Product_1B6QP,211.94,29,1,17x10x11 cm,3/15/2023,1/1/2024,7U17QI,"PSS,04Z",Blue/Medium,3
2SA5FUUK,Smartphone,Electronics,Product_000TS,72.94,90,1,19x10x8 cm,3/15/2023,1/1/2024,NF2WXO,"TS2,PZD",Green/Large,4
WLMLMEBC,Laptop,Electronics,Product_WXRHO,449.64,23,3,19x8x11 cm,7/30/2023,1/1/2026,7YYOTB,"JFV,5GS",Red/Small,4
96ZB8UNK,Laptop,Electronics,Product_9PVTT,367.47,99,3,15x12x17 cm,3/15/2023,1/1/2025,7MOKXT,"VLX,E8L",Green/Large,2
U99C4B62,Monitor,Clothing,Product_9PNMA,397.61,68,1,18x7x12 cm,7/30/2023,1/1/2026,MGPFPX,"7ZH,8O8",Red/Small,4
1MWGHGWD,Smartphone,Clothing,Product_PHDCZ,189.28,5,2,10x20x9 cm,1/1/2023,1/1/2024,T707X1,"CPF,EVC",Green/Large,4
EJ9SC6QN,Monitor,Electronics,Product_XSQ3U,459.95,66,2,5x8x13 cm,1/1/2023,1/1/2026,8HBEBH,"AWG,RA8",Green/Large,1
S6PAOSKV,Monitor,Home Appliances,Product_05E6C,410.3,28,1,8x9x10 cm,1/1/2023,1/1/2025,AYAERF,"X9F,NFC",Red/Small,1
H7ILI495,Headphones,Clothing,Product_NRFFR,383.36,14,1,16x18x11 cm,7/30/2023,1/1/2025,Z6R26O,"889,2LW",Red/Small,5
3R9BY99G,Headphones,Home Appliances,Product_4PYM4,182.18,74,2,17x10x13 cm,7/30/2023,1/1/2026,V9ZDAV,"9HS,QSQ",Green/Large,2
GS6UF5GL,Monitor,Clothing,Product_WKFMO,59.44,3,3,10x15x16 cm,7/30/2023,1/1/2025,WYTMQF,"UMS,4JR",Red/Small,4
2GQMXXI5,Headphones,Electronics,Product_K04KI,269.52,10,2,12x20x10 cm,1/1/2023,1/1/2025,KOYBYL,"QGQ,BEC",Red/Small,2
X9XQ18N6,Monitor,Home Appliances,Product_RHPAF,486.37,86,2,10x6x9 cm,3/15/2023,1/1/2024,XOXB49,"ESH,UXM",Blue/Medium,4
DIQPXKZ4,Headphones,Clothing,Product_TZEQV,404.83,18,1,17x16x9 cm,3/15/2023,1/1/2024,WTBA9Z,"MGN,8X4",Blue/Medium,3
NWKR5PNT,Monitor,Clothing,Product_3SMTP,242.81,74,3,11x9x18 cm,3/15/2023,1/1/2024,I8WH1Z,"KYG,2MP",Green/Large,5
YWUPRH5B,Monitor,Clothing,Product_3SO8D,442.57,35,2,8x20x9 cm,3/15/2023,1/1/2025,QBKE2A,"VC9,HWK",Green/Large,5
8W42ZAFJ,Laptop,Electronics,Product_HPLA9,399.81,100,3,18x9x16 cm,3/15/2023,1/1/2026,VUQ15N,"YDT,OOW",Blue/Medium,2
N15QCQ80,Smartphone,Home Appliances,Product_HKSED,443.7,4,2,9x11x12 cm,7/30/2023,1/1/2024,2OPQ8F,"W7J,KAV",Blue/Medium,4
7HQFFAXX,Monitor,Clothing,Product_M00DJ,252.62,73,2,6x16x18 cm,7/30/2023,1/1/2026,XVKG8I,"IFM,5BK",Blue/Medium,1
SI4NJ4NR,Laptop,Electronics,Product_8XBW6,15.29,29,2,13x19x15 cm,3/15/2023,1/1/2026,EZ5KZ6,"0TZ,I98",Blue/Medium,4
MXEWM8YV,Headphones,Home Appliances,Product_M9BRQ,60.4,75,3,11x16x16 cm,3/15/2023,1/1/2025,BZ7B33,"H9A,UJJ",Red/Small,2
SFD0Y99B,Smartphone,Electronics,Product_KFFGY,422.07,89,3,13x15x5 cm,7/30/2023,1/1/2024,ZN8S5N,"2J0,87O",Blue/Medium,4
WICG6BG0,Monitor,Home Appliances,Product_H00SC,454.65,71,1,11x20x9 cm,3/15/2023,1/1/2025,OSV8I4,"GC4,GNG",Green/Large,2
6L3K7IQX,Smartphone,Clothing,Product_ZN250,399.74,21,3,5x18x6 cm,1/1/2023,1/1/2026,PPP4GG,"W07,MUV",Green/Large,4
2U48FV18,Laptop,Electronics,Product_Q3CJL,218.37,45,3,11x5x17 cm,7/30/2023,1/1/2025,58GXCI,"D5C,73A",Red/Small,5
W17KQ498,Headphones,Home Appliances,Product_M0HQH,254.97,23,1,7x10x14 cm,1/1/2023,1/1/2026,ER16Y0,"9AE,K1V",Blue/Medium,4
TAI66AU2,Smartphone,Electronics,Product_FP48V,48.96,86,3,11x6x13 cm,3/15/2023,1/1/2026,N5ULYG,"07P,3KB",Blue/Medium,1
KKW755Q4,Headphones,Electronics,Product_WDYYV,367.74,71,1,19x12x19 cm,1/1/2023,1/1/2024,RVAH8V,"XBK,HEH",Green/Large,5
J5TKAJ7A,Laptop,Electronics,Product_QB06B,33.44,37,3,12x19x19 cm,3/15/2023,1/1/2026,KBQHQE,"EBP,FU2",Red/Small,4
RZPG8NKH,Smartphone,Clothing,Product_KYFHX,377.04,18,1,17x20x7 cm,3/15/2023,1/1/2024,PWH9SZ,"56J,1BT",Red/Small,2
X032AR49,Laptop,Home Appliances,Product_UB053,235.94,27,2,5x14x13 cm,7/30/2023,1/1/2024,B5W81P,"3P3,PMZ",Red/Small,5
TLOVQMM8,Headphones,Clothing,Product_L4JAH,85.22,57,1,9x10x10 cm,3/15/2023,1/1/2026,LZLZ7L,"1H7,T89",Green/Large,5
68SVB9QA,Smartphone,Electronics,Product_X76CD,269.22,15,2,19x13x19 cm,3/15/2023,1/1/2025,9TN8IP,"647,S27",Red/Small,4
CN9VTGCC,Smartphone,Clothing,Product_PBFYY,488.81,55,3,6x11x5 cm,3/15/2023,1/1/2025,AWLZ34,"5UJ,WZK",Red/Small,4
CRCCEYRU,Headphones,Home Appliances,Product_30RL7,321.17,93,2,19x10x5 cm,3/15/2023,1/1/2026,DIIH7T,"L2C,4Q5",Red/Small,5
RJL4C95S,Smartphone,Clothing,Product_541J2,10.8,42,1,9x19x17 cm,3/15/2023,1/1/2025,6L21NB,"4BO,BHT",Green/Large,1
KCU9HQ00,Headphones,Clothing,Product_XOSCP,451.94,38,2,6x13x7 cm,7/30/2023,1/1/2025,WUXRMY,"JUW,4PO",Blue/Medium,4
VB1Z4IOI,Laptop,Electronics,Product_1G8LS,268.1,35,2,11x9x14 cm,1/1/2023,1/1/2024,CWA78J,"O7Z,501",Red/Small,4
QCWZ8WPJ,Smartphone,Electronics,Product_7X268,452.74,22,2,16x18x13 cm,3/15/2023,1/1/2024,7F7PHS,"GYU,EP6",Red/Small,3
TWZ808PO,Monitor,Electronics,Product_T2KAQ,115.57,45,1,5x15x20 cm,7/30/2023,1/1/2024,D8HDXN,"VM0,INK",Green/Large,3
HKO1MTG4,Headphones,Clothing,Product_25J5W,415.53,86,1,20x12x16 cm,1/1/2023,1/1/2025,F8NIE9,"9BM,7Y5",Green/Large,3
L9Y509P9,Laptop,Home Appliances,Product_AHV1R,481.4,65,3,13x11x12 cm,3/15/2023,1/1/2026,4WU73R,"JNQ,0Q3",Blue/Medium,4
LZYF97SQ,Monitor,Home Appliances,Product_AMANU,280.21,60,1,17x16x6 cm,3/15/2023,1/1/2026,L7BG8E,"0WJ,K9I",Blue/Medium,2
70XYEQTG,Monitor,Electronics,Product_U4IN7,174.26,86,2,20x19x20 cm,1/1/2023,1/1/2024,0A988K,"98E,L4X",Green/Large,3
RGL6FELE,Laptop,Home Appliances,Product_CK839,480.27,84,2,5x6x14 cm,3/15/2023,1/1/2026,7VIG2N,"2T3,S0Q",Green/Large,2
O1CZ2U4B,Headphones,Clothing,Product_9F6HJ,166.48,48,1,17x20x15 cm,3/15/2023,1/1/2025,T8IHUN,"TR4,D5Q",Blue/Medium,5
GE9GIOKW,Laptop,Electronics,Product_X74RC,44.37,21,1,5x20x5 cm,7/30/2023,1/1/2026,168A7L,"FG3,9H4",Blue/Medium,1
FYYFV4PT,Smartphone,Electronics,Product_TX6QT,446.13,33,3,6x7x7 cm,7/30/2023,1/1/2024,58TJJB,"ONR,QON",Green/Large,2
KQP6G3JR,Headphones,Electronics,Product_OFOHG,159.06,43,3,11x16x8 cm,3/15/2023,1/1/2026,OFJUC2,"Y9B,M6R",Green/Large,2
1YDGR5LG,Smartphone,Home Appliances,Product_SQ0AV,34.83,32,1,6x20x8 cm,7/30/2023,1/1/2025,FR3GAT,"63J,X8Z",Blue/Medium,4
GRAHJXKL,Laptop,Home Appliances,Product_H2BPS,408.28,50,2,18x12x7 cm,1/1/2023,1/1/2024,RX0JCB,"HWM,MMK",Green/Large,4
FY5JE3PO,Monitor,Electronics,Product_A9CCP,48.82,24,3,19x5x18 cm,1/1/2023,1/1/2024,CBNWZU,"Q5R,X5O",Red/Small,5
XN8LFVYZ,Smartphone,Home Appliances,Product_BIC3P,406.18,76,1,16x9x6 cm,3/15/2023,1/1/2024,H9K1ZU,"ZV4,NI2",Red/Small,4
CIVDE07I,Smartphone,Electronics,Product_L2VS1,443.5,91,3,18x20x13 cm,3/15/2023,1/1/2025,GL8CZ2,"Q9F,C0R",Red/Small,2
BR11HXIW,Monitor,Clothing,Product_OKMXM,31.08,83,3,20x5x20 cm,7/30/2023,1/1/2025,G29L1I,"X5M,WWO",Blue/Medium,5
9GBZNAPX,Monitor,Electronics,Product_DT1MO,491.76,32,3,13x5x15 cm,1/1/2023,1/1/2026,5FLS9M,"XPI,A2T",Blue/Medium,3
OWU2PPL4,Laptop,Home Appliances,Product_X3M1X,11.18,39,1,7x19x17 cm,1/1/2023,1/1/2025,Q702BR,"N7D,GTV",Green/Large,2
G3VSK201,Smartphone,Electronics,Product_Q559D,272.57,41,3,5x11x6 cm,3/15/2023,1/1/2026,KOR4F4,"BQD,A9C",Red/Small,4
IFK69LPK,Monitor,Electronics,Product_QF9A3,297.22,2,3,19x18x17 cm,7/30/2023,1/1/2024,HQQDOM,"6QS,E4J",Green/Large,1
GVZ7JEBZ,Monitor,Home Appliances,Product_E40V9,197.43,56,2,18x7x19 cm,1/1/2023,1/1/2025,W0RSLK,"M8S,XTQ",Green/Large,3
ITP7UI8R,Smartphone,Home Appliances,Product_ANW20,419.47,43,2,16x19x13 cm,1/1/2023,1/1/2026,08JZQ7,"TB9,SIU",Blue/Medium,4
ZMSS6O50,Laptop,Electronics,Product_2ZXCD,307.28,65,1,14x7x9 cm,3/15/2023,1/1/2024,LQZ4KL,"ZBW,EN5",Red/Small,4
IKP9VWP6,Laptop,Clothing,Product_A84FW,427.2,99,1,16x17x6 cm,1/1/2023,1/1/2024,DHQ48X,"560,A6B",Red/Small,5
3899O1L7,Monitor,Clothing,Product_15OM5,56.45,67,3,12x14x19 cm,1/1/2023,1/1/2024,TE3EGW,"1FQ,AHT",Green/Large,3
XG5MWZOL,Laptop,Electronics,Product_0YVUJ,486.9,99,1,12x18x15 cm,7/30/2023,1/1/2025,CCLGJE,"SUH,869",Green/Large,5
ZZL7AB7U,Headphones,Electronics,Product_ICMQS,332.72,74,1,7x8x13 cm,1/1/2023,1/1/2026,Y0AUEA,"JRR,CE8",Red/Small,1
QJ4SCL8K,Smartphone,Electronics,Product_U6V4J,399.37,16,2,18x16x8 cm,3/15/2023,1/1/2024,3BLV68,"XYR,MT5",Red/Small,3
XMW6YWYZ,Headphones,Electronics,Product_IJ07L,159.99,62,1,18x14x10 cm,3/15/2023,1/1/2026,J5KN3V,"PB6,DJU",Red/Small,5
RF77M6T0,Monitor,Clothing,Product_0NXWJ,267.42,99,3,12x5x10 cm,1/1/2023,1/1/2024,XNVGKE,"8QV,1C3",Green/Large,1
4SAG43EU,Smartphone,Clothing,Product_S9YOR,290.35,70,1,7x8x16 cm,7/30/2023,1/1/2026,8FD29G,"RHU,RW4",Green/Large,3
XBWU7ZUL,Monitor,Clothing,Product_GA01S,375.81,42,2,12x15x15 cm,3/15/2023,1/1/2026,SOCYEP,"5M2,83X",Green/Large,4
BNN7529K,Monitor,Electronics,Product_TDBPO,458.94,2,3,14x10x17 cm,3/15/2023,1/1/2024,I6WREV,"EQK,AXE",Green/Large,4
GLXMA661,Smartphone,Home Appliances,Product_IT9H1,472.7,44,1,7x5x12 cm,7/30/2023,1/1/2024,VPD9PT,"7GA,NEF",Green/Large,1
UR8PDO0G,Headphones,Clothing,Product_6THKQ,191.2,62,2,10x11x13 cm,3/15/2023,1/1/2024,AWC9Z6,"D1W,7R8",Red/Small,3
ZWB55NSO,Laptop,Home Appliances,Product_8QZ9O,148.11,81,1,13x13x6 cm,7/30/2023,1/1/2024,L9L8Y2,"7FR,YI1",Green/Large,3
1D60ZTON,Headphones,Clothing,Product_EL0H2,402.53,30,3,15x12x9 cm,3/15/2023,1/1/2025,ZKM7C6,"QT1,O9D",Red/Small,4
8Q55W3WA,Smartphone,Home Appliances,Product_89CZV,227.51,73,1,17x15x10 cm,1/1/2023,1/1/2024,QJ1IHL,"Z6G,L9N",Green/Large,2
LNK04ICG,Monitor,Home Appliances,Product_2WAMH,489.11,63,3,10x10x18 cm,3/15/2023,1/1/2026,B3FZUY,"2WT,B7M",Green/Large,2
KUNVP8H8,Smartphone,Electronics,Product_OL3V4,264.86,48,1,19x6x20 cm,3/15/2023,1/1/2025,MUZL4P,"K9I,245",Blue/Medium,1
HLHSRO1R,Smartphone,Electronics,Product_QLJJO,152.65,31,3,13x16x17 cm,7/30/2023,1/1/2026,U4DM8Z,"ZUH,OHS",Blue/Medium,1
